Singer,Text
Ariana,"Ariana Sure Fixes Up ... No Auto Tune ! 

Sum People rRr Born With iT  & Sum Need 

Scar Remover<U+2728> ....  I Mean <U+2022>   LuvVv The 

glitter <U+2728>  &  The  Tan  !! <U+0001F62D> What is bro hood <U+0001F62D>"
Ariana,"Well Julie Andrews, the time has come when somebody has stolen your song."
Ariana,"I want it, I got it

looks at price

I want it, can¡¯t have it"
Ariana,The beginning sounded like ¡°My Favorite Things¡± from The Sound of Music
Ariana,"Director: How much pink do you want in this video?
Ariana: Yes"
Ariana,"I love you,ariana grande. And your music."
Ariana,"staff: how much pink-
arianna: YES."
Ariana,how people feel when they have airpods
Ariana,"Ariana: You like mah hair? Geeeee thx just bought it
Me: Wait ur tellin meh that her hair is fake??????"
Ariana,I can¡¯t believe she stole the flow from 2 Chainz - Spend it  lol
Ariana,"THIS SONG IS A MIX OF THOUSAND SONGS like princess nokia, soulja boy, all of my favorite things ...... NOT ORIGINAL BUT STOLEN"
Ariana,"Boyfriend: Soo.... What color did u get?
Ariana:red
Boyfriend:I thought u picked pink?
Ariana:YESSS"
Ariana,"I see it, I like it, check the price tag, I drop it"
Ariana,"1:24 I am so jealous of your hair ariana
Yours is so long and mine is short"
Ariana,"YouTube with this one plus ads 
Is der anyway I can link my bank account with YouTube 
At least then they¡¯ll stop showing me ads according to my balance."
Ariana,I keep thinking the girl with blue hair is Bella Thorne <U+0001F602>
Ariana,"I Mess Wit Those Who Ride Wit Me ...

I have Respect for a Few *

Dudes * and Little girls that I hate Know who they are 2

I <U+2014>>NEVA <<U+2014>Wife these HOES * and don¡¯t get it Twisted I Came Across Some FoFo  Niggaz 2*

CheNise * <U+2014><U+2014><U+2014>> B.       ..... Respect * Queen"
Ariana,im too broke to watch this
Ariana,Wow amazing song  You really invested all the respect¢¾
Ariana,"here before the 1 billion views! Who has some more music worth checking? I also like Sky Parox-Voices of the forest, and Seven Lions-Dreamin"
Ariana,"I see it
I like it
I want it 
checks price
Thank you, next!"
Ariana,This song like my favorite things julie andrew??
Ariana,ariana making me feel poor for 3:05 minutes
Ariana,This song is me when I get the highest mark in the class and everyone is jealous.
Ariana,"Ohh my Goddness! I love Ari <U+2764><U+2764><U+2764>. Love, love, love!!!! <U+2764><U+0001F499><U+0001F49F><U+0001F49A><U+0001F49B><U+0001F49C><U+0001F493>"
Ariana,"I heard this song ten thousand times.
But my love is the same
from japan<U+0001F48B><U+0001F48B><U+0001F48B><U+0001F48B><U+0001F48B>"
Ariana,this is just ari and a bunch of girls dancing on all fours flexing with their money. <U+0001F44F><U+0001F44F>
Halsey,When you help your friend study and she passed but you failed
Halsey,"Tell me how it feels like sitting up there 


Feels good, thanks for asking,"
Halsey,Ela tem uma voz  linda (quem e BR)'
Halsey,"Me : I won't touch the phone i'm studying
Phone : thinking you could live without me"
Halsey,"congratulations for 200M bae 
 can't wait for your new song <3"
Halsey,"2015 : Me, Myself & I 
2017: Him & I 
2018: Without Me 
2019: Without Him 
2020: Without Anybody"
Halsey,"Who's here after watching Halsey's new Music Video Nightmare. I know I am

Edit:Thank you for the likes"
Halsey,Tati should dedicate this song to James Charles u.u
Halsey,"2018 Halsey : without me
2019 Halsey : BTS boy with luv"
Halsey,honestly I was looking for ma boi eminem but it's a cool song
Halsey,So she found a hotter version of g-eazy lmao
Halsey," Halsey your voice Mmmmm 



Jimin <U+0001F495>"
Halsey,Still addicted to this beautiful song <U+2764><U+FE0F>
Halsey,Where ARMY? I Love You HALSEY<U+0001F495> Without mee best song<U+0001F495>
Halsey,"Jimin in i need u: cry in the bath

Halsey in without me: sad in the bath





2019: 
Jimin: Halsey your voice mmmh~"
Halsey,"Press read more








You are loved, have a great day and wonderful life"
Halsey,"Oh my my my oh my my 
-Halsey 2019 at Boy With Luv Bts"
Halsey,"can you live w/out me?
oh hell no dear halsey."
Halsey,"Aiih Musica Linda <U+0001F60D><U+2764>
VOU ATE BAIXAR ELA"
Halsey,"0:00  ¡Ü¦¬¦¬¦¬¦¬¦¬¦¬¦¡¦¡¦¡¦¡¦¡¦¡¦¡ 4:13
<U+21C6>¤Ô¤Ô¤Ô¤Ô¢·¤Ô¤Ô<U+275A><U+275A>¤Ô¤Ô¢¹¤Ô¤Ô¤Ô¤Ô<U+21BB>
Should I cover this song? Like this comment! Because
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
I just uploaded it ;)"
Halsey,"I'm come here from BTS , love you guys <3"
Halsey,Essa musica da Halsey e muito linda <3
Halsey,"2015-me, myself & I
2017-him&l
2018-without me
2019-without him
2020-without anybody"
Halsey,i was searching Without me from Eminem and I get curious for this
Halsey,"Is she the same bold girl in this video who is too shy to make an eye contact with Jimin 
Power of Jimin <U+0001F60D><U+0001F60D><U+0001F60D>
 Halsey u r perfect<U+0001F604> - Jimin  (2019)"
Halsey,This song has been stuck in my holy head for the last 6 hours.
Halsey,El comentario en espanol que buscabas amiga <U+0001F602><U+2764> Deja tu comentario ARMY <U+2764>
Halsey,now go and listen to G-EAZY blank marquee..he practically dissing to this song with his rap
Halsey,"200 million congrats !  






I¡¯m from the future


Now it¡¯s the present


Now it¡¯s the past* 


Time for 210 million !"
Halsey,I love this song so much cause there were things in my life that was taking advantage over me. And truly the loneliness wasn't easy either.
Halsey,Am I the only one who peeped the guy Looks exactly Like G-Eazy
Halsey,Support Halsey because she has beautiful voice
Halsey,"Y she doesn't wear bra.
Her bra: thinking u could leave without me.
<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>"
Halsey,"halsey's voice is good.
this song is make me cry.
from japan<U+0001F1EF><U+0001F1F5>"
Halsey,"You so beautiful in your short hair....
Im not lie...^^
So...so beautiful...."
Halsey,"Te dije que te atraparia si te caes y si se rien que se jodan todos 
Esta rola es tan sentimental. 
Halsey I Love You!  <U+2764>"
Halsey,"Hey Halsey, we did a cover. Hope you like it. So obsessed with this song."
Halsey,"Tell me how's it feels sitting up there



Me:*CHAIRS CAN FLY*"
Halsey,"Justin Timberlake: You don't have to say what you did
I already know, I found out from him.
Halsey: You don't have to say just what you did
I already know, I had to go and find out from them."
Halsey,<3 Thank you for collaborating with BTS
Halsey,"Halsey - 90
BTS - 100
Halsey + BTS = Boy With Luv"
Halsey,This is my FAVORITE song im adicted i cant stop listening to it
Halsey,"Omg i love this song so much it means a lot to me, and i take it in heart <U+2764> <U+2764> <U+2764>

P.s i made an GLMV on this song i would a appreciated if u helped your girl out );"
Halsey,"So amazing, wow such beauty, I instantly fell in love with you, well before this song came out, I listen to this daily, thank you hasley<U+0001F49C><U+0001F49C><U+0001F49C>"
Halsey,Who is here after she collabed with BTS for Boy With Luv?
Halsey,"Why does 2:59 sound exactly like the chorus of cry me a river by Justin Timberlake??
Not hating"
Halsey,"Halsey cantas hermoso <U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+2764> 
Tienes una voz tan bella <U+2764><U+2764><U+2764><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D> parece que estoy escuchando a los mismisimos angeles"
Halsey,"halsey i love this damn song
if you like hasley give it a like"
Halsey,This song deserve 1BILLION wtf so underrated<U+0001F494><U+0001F494>
Halsey,Who is here after watching bts teaser with Halsey??<U+2764><U+FE0F>
Halsey,I didn't notice 'cause my love was blind wow I really felt that <U+0001F494>
Halsey,I sing out loud because I don't care what people say
Halsey,"She doesn't have to beautiful with long hair like in Boy with luv ft. BTS
Because short hair + cool personality + a little psycho make perfect HALSEY
Her own style is really good"
Halsey,"60%Armys
30% Halsey's fans
10% internet users"
Halsey,Ok i can't wait to listen this beaute voice in Bts's song
Halsey,"Que bonita y dulce voz,<U+0001F60D><U+2764><U+FE0F><U+2728>"
Halsey,From philippines? Like this<U+0001F1F5><U+0001F1ED>
Halsey,"Ya know





None of this would've happened if they hadn't gone to the ding dang bar"
Halsey,woow u really perfect ur voice amazing <U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+0001F60D><U+0001F60D><U+0001F44C><U+0001F44C><U+0001F44C>
Halsey,"Halsey Your Voice Mmmmmm



-PARK JIMIN 2019~"
Halsey,Halsey inspired me to start making Music again - I aspire to make a song with her some day. Mark my words!
Halsey,Her voice is so beautiful. I tought a teen sing this song until i found this
Halsey,"Which do you like the most?
Halsey - like
Pink - coment"
Halsey,oh god Halsey I simply can't get you out of my head <U+0001F62B><U+0001F62B><U+0001F62B>
Halsey,Who's here after BTS FT.HALSEY teaser<U+0001F602><U+0001F602><U+0001F602><U+0001F602>
Halsey,Girl<U+0001F62E><U+0001F633> This song is a lucky that got your voice<U+0001F4A5><U+0001F4A5>
Halsey,Started my relationship w Him and I..ended it w this song.
Halsey,I thinking can't live without your voice <U+0001F60D><U+0001F618><U+0001F618><U+0001F618>
Halsey,She has such a stunning personality and voice..<33
Halsey,is here anyone from those love edits from ig??
Halsey,Beautiful song amazing voice <U+2764>
Halsey,"This song has been stuck in my head for the past 2 days, and it still is T^T"
Halsey,When your squad in PUBG dies before you.
Halsey,Damn you can see it in halsey eye's she's feeling everything in song especially after her break up with g
Halsey,"Who loves Halsey?
Yes-like
No- Reply"
Halsey,"[5/22, 2:30 AM] Dody<U+0001F495>: <U+200F><U+202A>+20 155 414 2757<U+202C><U+200F>
[5/22, 2:32 AM] Dody<U+0001F495>: <U+200F><U+202A>+20 101 309 0253<U+202C><U+200F>"
Halsey,"Found you when your heart was broke
I filled your cup until it overflowed
Took it so far to keep you close (Keep you close)
I was afraid to leave you on your own"
Halsey,"Alguem brasileiro <U+0001F1E7><U+0001F1F7> 
Deixa o like"
Halsey,"Sometimes we end up falling In love with toxic people thinking we can save them, but I think we just see ourselves in them and think maybe by saving them, we can save ourselves. It never works though, you¡¯ll just end up leaving more damaged."
Halsey,<U+0001F62A><U+0001F494> Love Lessons Don¡¯t let anyone take you for Granted Use Abuse & Take Advantage of you!
Halsey,Ella tiene una voz <U+0001F619><U+0001F609><U+0001F604> muy lindaaaaaa like si lo crees tambien <U+0001F619><U+0001F619><U+0001F609>
Halsey,"Her voice is just so unique<U+0001F60D>
Well guys I make cover and I've covered her new song Nightmare in my channel.. Please go give it some love <U+0001F60D><U+2764><U+FE0F><U+0001F62D>"
Halsey,"Que voz maravilhosa, que musica maravilhosa <U+2764>"
Halsey,g-eazy has left the chat
Halsey,Goddess! Everything about you is stunning. Much love from Blonde :)
Halsey,"¡°I¡¯m curious how¡¯s your day? Oh yeah, Oh yeah, ah yeah, ah yeah¡± -Boy With Luv Jimin"
Halsey,"army x bts will always support you halsey !! 
from bts and army LOVE YOU !"
Halsey,"This song is for my past relationship. I loved him, but he loved drugs more."
Halsey,"2015: me, myself and i 
2017: him and i 
2018: without me"
Halsey,"Ouco essa musica todo dia, muito foda. <U+2763>"
Halsey,"Sim, yes, let's Go, vamos la, partiu..."
Halsey,"Everyone else: I'm in my feelings
Me:this beat go hard"
Halsey,"Halsey: releases Without Me
Eminem: am I a joke to you?"
Halsey,she said she was homeless and she really had hard life but seeing her right know comforting so many humans she is really definition of strong artist; that writes a her music from her feelings
Halsey,I Do everything for keep this love but you do nothing and just leave...
Halsey,"if you are reading this
u are gonna be successful







Like to activate:)"
Halsey,"if you are reading this
u are gonna be successful







Like to activate:)"
Halsey,I met her. She Love Me. I didn't do things right. She call. Said come get her. I showed up late. She was found. Decomposed body. I 'm sitting here lonely.
Halsey,This song make me appreciate that I¡¯m single.
Halsey,I am legends bts army fan but halsey voice is soo powerful  and heart touching and our song boy with love is out of the universe halsey fan and army keep fighting and watching the song and streaming the song.......
Halsey,"Tell me how it feels.
Fck. Sobbing time"
Halsey,3:20 this is a girl from spotlight by lil peep x marshmello?
Halsey,She's really cute<U+2764><U+FE0F> like if u love her voice
Halsey,I got curious who's Halsey after I watched BTS teaser so here I am
Halsey,It Look like ¡ì<U+00A0>him & I<U+00A0>¡í hard version<U+0001F62D>(g- eazy and her were so cute together<U+0001F644>)
Halsey,"Halsey your voice MMM
<U+0001F49C><U+0001F91F><U+0001F3FB>

-Park Jimin, 2019"
Halsey,"Sometimes you fall in love with people that are toxic thinking that you save them or u see yourself in their eyes and you believe if you save them then you can save yourself but it doesn't work.  

Love ya Halsey <U+0001F49C><U+0001F49C>"
Halsey,Ja e 2019 e nao me cansei dessa musica<U+2764><U+0001F60D>
Halsey,"G-eazy ,Welcome to your tape"
Halsey,<U+0001F1ED><U+0001F1F9><U+2764><U+FE0F>love That song
Halsey,Halsey you make ART & life collide like an eagle in flight. Stay true to you and you will always WIN>
Halsey,"We can all read the writing on the wall, we just assume its for someone else. Tables turn in a blink of an eye. Seven nation army or not."
Halsey,"66 k g-eazy fans disliked the video....
(I'm not one of 'em)"
Halsey,G-Eazy. Welcome to your tape.
Halsey,"I can live without my so called friend, who is a traitor. Never be friends with a traitor. - Kawaii Alyssa AJ"
Halsey,"what an abusive trailer park trash relationship would look like in a video lol
love her vocals"
Halsey,I might be a schizophrenic cuz I play this to myself <U+0001F465>
Halsey,"The lyrics are powerful and has deep meaning.
Her performs on the spot <U+0001F44C><U+0001F44C><U+0001F44C>
Expect the clip has nothing to do with lyrics."
Halsey,Who's coming after the teaser of BTS? <U+0001F602>
Halsey,What was she going through when she wrote this song wow<U+0001F60A>...Very big song trust me <U+0001F30D> all the way from Jamaica <U+0001F497><U+0001F497><U+0001F44F>
Halsey,"The guy in the video looks like G-easy, what a coincidence"
Halsey,Easily her best song
Halsey,Ela e a melhor por#@ quem concorda respira! Kkkk <U+0001F5A4>
Halsey,she looks like a young P!nk
Halsey,I love your videos and your very pretty<U+0001F618><U+0001F607>and im a girl
Halsey,BRASIL <U+2764><U+0001F525>
Halsey,Native American Chippewa from dunseith North Dakota God bless you my girl <U+271D><U+FE0F><U+0001F499> and family <U+271D><U+FE0F>
Halsey,"Sometimes in love 
Girls are passed
And boys are failed in exams"
Halsey,he looks a lot like acertain g eazy we all know
Halsey,I really believe Halsey is one of THE BEST female artists there is out there!!!
Halsey,BEST OF BBMA 2019 BTS AND HALSEY BOY WITH LUV
Halsey,Who loves Halsey with their whole heart?? I DO!!!!
Halsey,Melhor musica do mundo<U+2764><U+2764><U+2764>
Halsey,so most of this is a representation of that night g eazy got arrested I guess?
Halsey,That boy is not nice to you should back up with him you should<U+0001F615><U+0001F611>he is jast not good for you
Halsey,"Two trailer park girls go round the outside, round the outside round the outside

Oops wrong song"
Halsey,"50% people commenting about halsey
75% have a bts profile picture"
Halsey,Now listen to Yuna's song Blank Marquee ft. G-Eazy
Halsey,G easy has left the chat
Halsey,"mom: takes phone away
me:"
Halsey,I listen to this song every day¡¦¡¦
Halsey,He can live without me tho<U+0001F923>sigh:( but I can¡¯t live without him
Halsey,I dont have a boyfriend but still I feel a major breakup
Halsey,He looks like G-eazy more than G-eazy looks like G-eazy lol doesent make sense .
Halsey,"<U+0001F49C><U+0001F33B><U+0001F49E><U+0001F33B><U+0001F49E><U+0001F33B><U+0001F49C>
I Like The Song Very Much <U+0001F1EE><U+0001F1F3><U+270B><U+0001F3FB>"
Halsey,One of best songs i ever heard..im so happy to know Halsey..and i knew her from Boy With Luv..now i love Halsey too<U+0001F60A>
Halsey,This song perfectly sums up some of my old friends .... That quite sad
Halsey,I hate the Neighbours!!! Who wants to hear some interesting stories All About the Neighbours???
Halsey,"I have to Say thank you bts... I am in love with your voice, I can't wait to listen to the bts's comeback that they will do with you!!!!"
Halsey,Thought for a second the directors name said Colonlytely
Halsey,"-Oh my my my

(c)Halsey 2019"
Halsey,"Like: Eminem's Without Me
Comment: Halsey's Without Me"
Halsey,U don¡¯t kno how much I listen to this song..
Halsey,"<U+0001F49C><U+0001F33B><U+0001F49C><U+0001F33B><U+0001F49C><U+0001F33B><U+0001F49C>
Me gusto la cancion y si, tambien vengo por BTS."
Halsey,When you help your friend study and she passed but you failed
Halsey,When you help your friend study and she passed but you failed
Halsey,Ain't nothing romantic about dealing with an alcoholic.
Halsey,G eazy replied to Without me Halsey in Yuna's blank marquee !!
Halsey,She looks like P!nk in her early days
Halsey,"Everybody: Without you
Halsey: Without me"
Halsey,Halsey fans!!!! We need to support our queen more!!!When she releases Nightmare we have to stream it ..she deserves more views!!!
Halsey,"Sorry Halsey Now Your Song
In Tik Tok :(
Please Player Tik Tok Dont At This Song Please 
<U+263A><U+263A>"
Halsey,"Halsey : Baby, im the one who put you up there. Thinking you could live without me.
G Eazy : Hold on, hold on..
Let me tell my side..
You said who am i without u..
I said im the same ass dude.."
Halsey,"I'm here after the collaboration between BTS and HELSEY 
cant's wait"
Halsey,Yo voice was so cute in Earth now i love yu
Halsey,This song shows the complex life of European and American continents..
Halsey,Your voice is cute and love I really love your Voice love from India Kerala thrissur
Halsey,"I was looking for Eminem, but this song is pretty good."
Halsey,they started with Him & I and  ended up with Without me
Halsey,When you help your brother get a girlfriend but you're still single
Halsey,i was afraid to leave you on your own... that's awww
Halsey,"Halsey, I PURPLE YOU SO MUCH <3<3<3 ARMY LOVES YOU REALLY"
Halsey,"me and my boyfriend. 
me- thinking you could live without me
bf- im so sorry babe pls take mehh back
me-NOOOOOOOOOO NEVERRRRR
bf-wahhhhhhhhhhhh
btw me and him ar still dating and we love each other i just did this for fun"
Halsey,This  is like when Zayn brought a model who looked like Gigi lmao he definitely looks like G-eazy
Halsey,This is just beautiful anyone else realize this was about her and g eazy?
Halsey,I LOVE YOUR VOICE !!!! YOU ARE AMAIZING !! Kisses from SPAIN ! I listen this song 24/7 !!!!
Halsey,"Halsey your so good at singing!! 
I really love your songs!"
Halsey,So watched the live performances she did at billboard award Jesus gave me major goosebumps
Halsey,I was obsessed with this song before the actual music video came out but giiiiirl this is some real gold
Halsey,Think you can live without bra?
Sam,NORMANI <U+0001F60D><U+0001F60D> WOW
Sam,NO. 1 on the Billboard charts!
Sam,"We should chart this song no.1 
It reversed this week 
So I'm sure we can do it <U+0001F44D><U+0001F44D><U+0001F44D>"
Sam,Que musica<U+0001F60D><U+2764><U+0001F499>cade os BRs!!!
Sam,"Hmm, hmm

I don't wanna be alone tonight
It's pretty clear that I'm not over you
I'm still thinking 'bout the things you do
So I don't want to be alone tonight, alone tonight, alone tonight
Can you light the fire?
I need somebody who can take control
I know exactly what I need to do
'Cause I don't wanna be alone tonight, alone tonight, alone tonight

Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Dancing with a stranger

I wasn't even goin' out tonight
But, boy, I need to get you off of my mind
I know exactly what I have to do
I don't wanna be alone tonight, alone tonight, alone tonight

Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Dancing with a stranger
Dancing with a stranger
Dancing, yeah, ooh

Look what you made me do (ooh), I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
I'm dancing, I'm dancing (ooh)
I'm dancing, I'm dancing (dancing with a stranger)
I'm dancing, I'm dancing (dancing with a stranger)
I'm dancing, I'm dancing (dancing with a stranger)"
Sam,"Okayyyyy Mani <U+0001F60D>
I love you ¢¾<U+FE0F>¢¾<U+FE0F>¢¾<U+FE0F>¢¾<U+FE0F>¢¾<U+FE0F>"
Sam,"NORMANI IS SOOO BEAUTIFUL, UGHHHHHH !"
Sam,Normani and Sam Smith=perfect combination
Sam,"0% Half-naked girls 
0% Bad words
100% Talent"
Sam,"Listening at 11:30 PM late night with low volume, it feels so relaxing...this song is SUPERB....Them, i like so much <U+0001F60D><U+0001F60D><U+0001F618>"
Sam,Normani is so classic and wonderful black woman. This video deserves everything <U+0001F525><U+0001F525><U+0001F525><U+0001F44F><U+0001F44F><U+0001F44F>
Sam,"DANCIN, DANCING IS WHAT TO DO- oh wait wrong dancin"
Sam,"One of my favorite artist in the world Sam Smith<U+0001F60D><U+0001F495><U+0001F493>
Nice collab. W/ normani<U+2763><U+0001F495>
From: <U+0001F1F5><U+0001F1ED>"
Sam,Goose bumps everywhere ... I love you Sam <U+2764><U+FE0F> you never seem to fail. <U+2764><U+FE0F>
Sam,"Your skin isn't paper, don't cut it
Your face isn't a mask, don't cover it
Your body isn't a book, dont judge it
Your life isn't a movie, don't end it
Your heart isn't a door, don't lock it




You're beautiful<U+0001F493>




Be you..."
Sam,Normani is the sexiest dancer that i ever seen. She's gorgeous..
Sam,"Normani's dancing kept me into the song, add her voice and dancing and you get greatness"
Sam,"Normani is perfection... her voice, her moves, her body!"
Sam,Sam and Normanis voices to together so well and both of them look so good in this video
Sam,Happy Birthday Sam! Wishing You a Happy 27 Birthday! <U+0001F973><U+0001F382>
Sam,<U+0001F525><U+0001F525>...Normani's body the way she moves <U+0001F60D>
Sam,"#7 one more time on billboard, lets go for the top 5.
<U+2764><U+FE0F>"
Sam,"i love this collab so much
i made a cover of this song, pls help ya girl out and give it a listen

thanks for reading, hope u have the best day ever <U+0001F49B>"
Sam,"I've only seen Normani twice, once in Khalids (love lies) and now this video. She has crazy energy! She is a great piece of work! Keep up the work Normani! <U+0001F60D><U+0001F60D><U+0001F60D> #NormaniisTheTruth"
Sam,Normani is a tripple threat.....she is definitely is underated...we wanna see more of her!!!!
Sam,I¡¯m so proud of Normani. She¡¯s so beautiful.
Sam,NORMANI'S complextion is killing me DAMN!!!
Sam,"wow normani has a gorgeous body, face and voice like wtf some people are too gifted"
Sam,Sam Smith why don't you ever dance <U+0001F624><U+0001F624>
Sam,"Normani has made this song number #1!Sam Smith look what you made Normani do, she is out here winning. Love you still<U+0001F60D><U+0001F60D><U+0001F60D>"
Sam,Am I the only one who thinks they should have made this song longer? I literally can not get enough!!! <U+2764><U+FE0F><U+2764><U+FE0F><U+0001F605><U+0001F605> edit: thanks so much for the likes guys I never had any <U+0001F618><U+0001F970>
Sam,it keep ringing in ma brain all d day!!! Haha never felt for a gud music like this!!
Sam,I heard this on the radio finally found it the song is great
Sam,"This is my favourite song, I listen to it everyday <U+0001F923>"
Sam,"Ah! The voices of Angels combined.
Beautiful!"
Sam,"Normani is giving us the looks, the sass, and the class! <U+2728>"
Sam,Normani is so beautiful and Sam voice is amazing
Sam,Normani is absolutely stunning in this video.  I also love how this video is reminiscent of George Michael¡¯s Fastlove video.  <U+2764><U+FE0F>
Sam,Oops half the views are mine! <U+0001F602><U+0001F602><U+0001F602>
Sam,Their voices combined together sounds really really really amazing.
Sam,Wow Normani! Goddess <U+0001F924><U+2764><U+FE0F><U+0001F525>
Sam,SAM SMITH OVER HERE LIVING HIS BEST LIFEEEE!! Totally free!
Sam,"i love this collab so much
i made a cover of this song, pls help ya girl out and give it a listen

thanks for reading, hope u have the best day ever <U+0001F49B>"
Sam,Sam smith looks like the guy from viva la dirt league if you know what i mean
Sam,"Love the song, amazing talent.  Doesn¡¯t the video remind anyone of the George Michael fast love video? Awesome though! Xx"
Sam,y¡¯all smell that? that¡¯s the smell of excellence.<U+0001F37D>
Sam,Normani's dance is pure perfection!
Sam,Very Pretty!! Normani looks absolutely gorgeous
Sam,Love the song... Love the video and Normani... First time seeing and hearing her.<U+2764>
Sam,Normani is so beautiful¢¾
Sam,1:53 Normani killing that walk & dance moves <U+0001F525><U+0001F525><U+0001F525>
Sam,"Why do I love this song so much....
I love u normani <U+0001F60D><U+0001F60D><U+0001F60D>"
Sam,Normani looks just amazing beautiful lady..
Sam,"Sam Smith and Normani are so lovely,, Amazing singers harmonise so well together,,lyrics are so true <U+0001F60A><U+0001F622><U+0001F62E><U+0001F606>"
Sam,Brasil¢¾??? Musica incrivel heinn
Sam,The collab we didn't know we needed. Sam's doing amazing and Norman is a beautiful as ever. <U+0001F60D><U+0001F496><U+0001F44C><U+0001F3FD>
Sam,Are we all just thinking about that one person
Sam,On the side note Sam Smith favors Mac Miller ( RIP baby boy) am i wrong ? <U+0001F60D><U+0001F970>
Sam,WHERE IS THIS HOUSE AT and WHY IS IT NOT IN MY LIFE? I love this house!
Sam,Normani is a Goddess! <U+0001F33A><U+0001F48E>
Sam,Normani so beautiful
Sam,they're both so beautiful and their voices are heaven holy shit
Sam,Normani slayed the dancing
Sam,Imagine if we saw this performance live at the billboard music awards<U+0001F62D><U+0001F629>. I¡¯m so sad they couldn¡¯t perform it. Normani would¡¯ve stole the whole show in front of legends like Mariah Carrey and newbies likes CNCO. Drake was there too. A lot of star studded people and they didn¡¯t give Normani a chance to prove to her industry mates why she¡¯s the shit. I hope there is another opportunity for her to perform at the next award show ( I think it¡¯s this (summer I think the VMAS)
Sam,Always Amazing. Thank you Sam!
Sam,"NORMANI PART GIVES ME LIFE
Pessoal do Brasil, fiz uma versao desse hino em portugues, fiquem a vontade pra dar uma olhada"
Sam,Normani is such a beautiful and talented girl<U+0001F60D>
Sam,Sam smith always touches my soul. I would marry this man just to hear him sing in the shower every morning.
Sam,Normani is so pretty!!! i love this song soooo muuuch
Sam,This is the best thing I've ever heard in a while ...thank you Sam for reminding the world that music touches in many ways and it's actually beautiful
Sam,Normani didnt come to play in this video!!! Cmon legend!
Sam,She has such beautiful dark skin :)
Sam,Nice <U+0001F497><U+2764><U+FE0F> Back to my. Noah and Karla together <U+0001F44F>
Sam,This makes me appreciate Sam and his vocals that much more. Almost forgot how elegant but strong it is!!<U+0001F60D><U+2764><U+0001F4AF>
Sam,I'm obsessed with this song <3 . Anyone else???
Sam,Sam smith+ normani = Love <U+0001F495>
Sam,"well cziplee have 72 artist derwent  and coloursoft so good, i have drawer for that. you have to get the wooden box."
Sam,"Awesome vid. I've always liked Sam Smith's voice. 

Some of my favorite's:

Stay With Me 
Omen 
Latch"
Sam,I enjoyed SAM and normani. Especially norm tho. Honestly. It was everything.
Sam,Nice beautiful words special when you listen too it
Sam,Normani is so pretty
Sam,Drums are basically stolen from passionfruit by Drake <U+0001F602>
Sam,"Oigan Baby, Baby I'm Dancing Witj A Stranger :(("
Sam,One of my favourite song lyrics is a amazing OMG
Sam,I¡¯m a straight black man and I love Sam Smith to death!!! Is tht wrong? <U+0001F602> guys the best to do it to me
Sam,I kind of forgot what a stunning dancer Mani is. She MADE the video.
Sam,"Hmm, hmm

I don't wanna be alone tonight
It's pretty clear that I'm not over you
I'm still thinking 'bout the things you do
So I don't want to be alone tonight, alone tonight, alone tonight
Can you light the fire?
I need somebody who can take control
I know exactly what I need to do
'Cause I don't wanna be alone tonight, alone tonight, alone tonight

Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Dancing with a stranger

I wasn't even goin' out tonight
But, boy, I need to get you off of my mind
I know exactly what I have to do
I don't wanna be alone tonight, alone tonight, alone tonight

Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Dancing with a stranger
Dancing with a stranger
Dancing, yeah, ooh

Look what you made me do (ooh), I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
I'm dancing, I'm dancing (ooh)
I'm dancing, I'm dancing (dancing with a stranger)
I'm dancing, I'm dancing (dancing with a stranger)
I'm dancing, I'm dancing (dancing with a stranger)"
Sam,"when i heard an intro, i thinking a First Time kygo & ellie song. lol"
Sam,"After ten years, I will come back to see this comment. Love from Vietnam."
Sam,Please win the Music Award Sam Smith <U+0001F48B><U+0001F48B><U+0001F48B><U+0001F48B><U+0001F48B><U+0001F48B><U+0001F48B><U+0001F48B><U+2764><U+2764><U+2764><U+0001F618><U+0001F618>
Sam,Normani didn¡¯t have to slay my life like this but sis did anyways <U+0001F629>
